Transcription-Units	Genes of transcription unit	Direction
TU1G01-4476	G1G01-4209 // G1G01-4208 // G1G01-4207 // G1G01-4206	-
TU1G01-760	G1G01-729 // G1G01-728	-
TU1G01-5160	G1G01-4865	-
TU1G01-5822	G1G01-5510	-
TU1G01-6486	G1G01-4404	+
TU1G01-312	G1G01-275	+
TU1G01-1294	G1G01-1233	+
TU1G01-6800	G1G01-3020	-
TU1G01-2074	G1G01-1965	-
TU1G01-3792	G1G01-3564	+
TU1G01-4446	G1G01-4189	+
TU1G01-7450	G1G01-3944	-
TU1G01-274	G1G01-236 // G1G01-235 // G1G01-234	+
TU1G01-5132	G1G01-4839	-
TU1G01-5796	G1G01-5475	-
TU1G01-6458	G1G01-4522	-
TU1G01-3090	G1G01-2886	+
TU1G01-1262	G1G01-1207 // G1G01-1206	+
TU1G01-6774	G1G01-3141	+
TU1G01-2044	G1G01-1944	+
TU1G01-3762	G1G01-3536	-
TU1G01-4418	G1G01-4157	-
TU1G01-7435	G1G01-3828 // G1G01-3827	-
TU1G01-2710	G1G01-2541	+
TU1G01-5102	G1G01-4815	+
TU1G01-5766	G1G01-5448 // G1G01-5447	-
TU1G01-6428	G1G01-4726	-
TU1G01-306	G1G01-269 // G1G01-268	+
TU1G01-1234	G1G01-1181	-
TU1G01-6744	G1G01-3279	+
TU1G01-2016	G1G01-1917	-
TU1G01-3734	G1G01-3502 // G1G01-3501 // G1G01-3500 // G1G01-3499	-
TU1G01-4390	G1G01-4111	-
TU1G01-7406	G1G01-120	+
TU1G01-2680	G1G01-2511	+
TU1G01-5074	G1G01-4782 // G1G01-4781 // G1G01-4780 // G1G01-4779 // G1G01-4778 // G1G01-4777 // G1G01-4776	-
TU1G01-5738	G1G01-5413	+
TU1G01-640	G1G01-618	+
TU1G01-3028	G1G01-2830	+
TU1G01-1204	G1G01-1155	-
TU1G01-6716	G1G01-3494	+
TU1G01-1986	G1G01-1883	-
TU1G01-3704	G1G01-3463	+
TU1G01-4360	G1G01-4088 // G1G01-4087 // G1G01-4086	+
TU1G01-738	G1G01-713 // G1G01-712	-
TU1G01-2652	G1G01-2483 // G1G01-2482	-
TU1G01-5044	G1G01-4749	+
TU1G01-5708	G1G01-5388	-
TU1G01-6372	G1G01-4872	+
TU1G01-300	G1G01-263 // G1G01-262 // G1G01-261 // G1G01-260 // G1G01-259 // G1G01-258	+
TU1G01-1172	G1G01-1114 // G1G01-1113 // G1G01-1112	-
TU1G01-1958	G1G01-1855	+
TU1G01-3676	G1G01-3440	+
TU1G01-4332	G1G01-4062 // G1G01-4061 // G1G01-4060 // G1G01-4059 // G1G01-4058 // G1G01-4057 // G1G01-4056 // G1G01-4055	+
TU1G01-7350	G1G01-348	-
TU1G01-2622	G1G01-2462	+
TU1G01-5016	G1G01-4730	-
TU1G01-568	G1G01-544	-
TU1G01-6342	G1G01-4938	+
TU1G01-2972	G1G01-2767	-
TU1G01-1140	G1G01-1082	-
TU1G01-1928	G1G01-1834 // G1G01-1833	-
TU1G01-3646	G1G01-3410 // G1G01-3409	+
TU1G01-4302	G1G01-4019	+
TU1G01-7320	G1G01-460	-
TU1G01-2596	G1G01-2444 // G1G01-2443 // G1G01-2442 // G1G01-2441	+
TU1G01-4988	G1G01-4709	-
TU1G01-5650	G1G01-5331	-
TU1G01-6314	G1G01-5027	+
TU1G01-2942	G1G01-2740 // G1G01-2739 // G1G01-2738	-
TU1G01-1112	G1G01-1057 // G1G01-1056	-
TU1G01-190	G1G01-161	-
TU1G01-3616	G1G01-3391	+
TU1G01-4274	G1G01-3988 // G1G01-3987 // G1G01-3986	-
TU1G01-7292	G1G01-619	-
TU1G01-2566	G1G01-2402	-
TU1G01-496	G1G01-454	+
TU1G01-5620	G1G01-5308 // G1G01-5307 // G1G01-5306	-
TU1G01-6284	G1G01-5194	-
TU1G01-2914	G1G01-2716	-
TU1G01-1082	G1G01-1016	+
TU1G01-1870	G1G01-1781	+
TU1G01-3588	G1G01-3373	+
TU1G01-4244	G1G01-3954 // G1G01-3953	-
TU1G01-7262	G1G01-854	-
TU1G01-2538	G1G01-2384	+
TU1G01-4928	G1G01-4669 // G1G01-4668 // G1G01-4667 // G1G01-4666	-
TU1G01-5594	G1G01-5279 // G1G01-5278	-
TU1G01-6256	G1G01-5300	+
TU1G01-2884	G1G01-2692	-
TU1G01-1054	G1G01-992	+
TU1G01-1840	G1G01-1750 // G1G01-1749	+
TU1G01-3554	G1G01-3337	-
TU1G01-4216	G1G01-3928	+
TU1G01-7234	G1G01-974	-
TU1G01-2508	G1G01-2352	+
TU1G01-4890	G1G01-4629 // G1G01-4628 // G1G01-4627 // G1G01-4626	+
TU1G01-5564	G1G01-5250 // G1G01-5249	+
TU1G01-6226	G1G01-5436	+
TU1G01-2856	G1G01-2674	+
TU1G01-1024	G1G01-961	-
TU1G01-1812	G1G01-1722	+
TU1G01-3524	G1G01-3310 // G1G01-3309	-
TU1G01-4188	G1G01-3904	-
TU1G01-7204	G1G01-1137	+
TU1G01-248	G1G01-209	+
TU1G01-486	G1G01-444 // G1G01-443 // G1G01-442	+
TU1G01-5536	G1G01-5224 // G1G01-5223	+
TU1G01-62	G1G01-47	+
TU1G01-2826	G1G01-2651	+
TU1G01-1784	G1G01-1696	+
TU1G01-3496	G1G01-3278	-
TU1G01-416	G1G01-380 // G1G01-379 // G1G01-378 // G1G01-377 // G1G01-376 // G1G01-375 // G1G01-374	+
TU1G01-7178	G1G01-1211	+
TU1G01-2448	G1G01-2301 // G1G01-2300	+
TU1G01-4826	G1G01-4560	-
TU1G01-5504	G1G01-5192 // G1G01-5191 // G1G01-5190	-
TU1G01-6170	G1G01-5572	+
TU1G01-28	G1G01-23	-
TU1G01-1756	G1G01-1668 // G1G01-1667	+
TU1G01-3466	G1G01-3250 // G1G01-3249	+
TU1G01-4130	G1G01-3862	-
TU1G01-3460	G1G01-3236 // G1G01-3235 // G1G01-3234 // G1G01-3233 // G1G01-3232 // G1G01-3231	+
TU1G01-4124	G1G01-3856	+
TU1G01-7142	G1G01-1477	+
TU1G01-2414	G1G01-2275	+
TU1G01-4794	G1G01-4533 // G1G01-4532	+
TU1G01-5470	G1G01-5160	+
TU1G01-6136	G1G01-5698	-
TU1G01-2764	G1G01-2597	+
TU1G01-1720	G1G01-1622 // G1G01-1621	-
TU1G01-3432	G1G01-3201	+
TU1G01-4096	G1G01-3827	-
TU1G01-7114	G1G01-1606	-
TU1G01-2386	G1G01-2252	-
TU1G01-4764	G1G01-4492	-
TU1G01-5440	G1G01-5129	-
TU1G01-6106	G1G01-5739	-
TU1G01-1692	G1G01-1595	-
TU1G01-3400	G1G01-3176 // G1G01-3175	-
TU1G01-4066	G1G01-3806	+
TU1G01-7084	G1G01-1812	+
TU1G01-2358	G1G01-2232 // G1G01-2231	-
TU1G01-4736	G1G01-4465	-
TU1G01-5412	G1G01-5106	+
TU1G01-6078	G1G01-5761 // G1G01-5760	-
TU1G01-1662	G1G01-1567 // G1G01-1566	-
TU1G01-3374	G1G01-3157 // G1G01-3156 // G1G01-3155	+
TU1G01-7056	G1G01-1920	+
TU1G01-2328	G1G01-2204	-
TU1G01-4042	G1G01-3789 // G1G01-3788	-
TU1G01-4706	G1G01-4428 // G1G01-4427 // G1G01-4426 // G1G01-4425	-
TU1G01-986	G1G01-920 // G1G01-919 // G1G01-918	+
TU1G01-5390	G1G01-5092 // G1G01-5091	-
TU1G01-6048	G1G01-5706	-
TU1G01-1634	G1G01-1547 // G1G01-1546	+
TU1G01-3344	G1G01-3127	+
TU1G01-7026	G1G01-1966	+
TU1G01-230	G1G01-190 // G1G01-189 // G1G01-188 // G1G01-187	+
TU1G01-4014	G1G01-3770	-
TU1G01-4678	G1G01-4385	+
TU1G01-958	G1G01-893	+
TU1G01-5360	G1G01-5067	+
TU1G01-602	G1G01-586	-
TU1G01-1604	G1G01-1522	+
TU1G01-6682	G1G01-3663	-
TU1G01-3316	G1G01-3102 // G1G01-3101	-
TU1G01-70	G1G01-52 // G1G01-51	-
TU1G01-2270	G1G01-2145	-
TU1G01-3988	G1G01-3747	+
TU1G01-4648	G1G01-4366 // G1G01-4365 // G1G01-4364	-
TU1G01-928	G1G01-872	-
TU1G01-5328	G1G01-5032	-
TU1G01-5994	G1G01-5667 // G1G01-5666	+
TU1G01-1578	G1G01-1498	-
TU1G01-6654	G1G01-3778	-
TU1G01-3286	G1G01-3082 // G1G01-3081	-
TU1G01-6970	G1G01-2266	+
TU1G01-2240	G1G01-2121	+
TU1G01-396	G1G01-360 // G1G01-359 // G1G01-358 // G1G01-357 // G1G01-356 // G1G01-355	+
TU1G01-462	G1G01-419	-
TU1G01-90	G1G01-70 // G1G01-69 // G1G01-68 // G1G01-67	-
TU1G01-530	G1G01-487 // G1G01-486	+
TU1G01-5964	G1G01-5638 // G1G01-5637	+
TU1G01-1548	G1G01-1471 // G1G01-1470 // G1G01-1469 // G1G01-1468	+
TU1G01-6624	G1G01-3878	+
TU1G01-3258	G1G01-3056	-
TU1G01-1432	G1G01-1348	-
TU1G01-6940	G1G01-2348	+
TU1G01-2212	G1G01-2096 // G1G01-2095	+
TU1G01-3930	G1G01-3686	+
TU1G01-4592	G1G01-4306	-
TU1G01-870	G1G01-819 // G1G01-818	+
TU1G01-5270	G1G01-4978	+
TU1G01-5936	G1G01-5616	+
TU1G01-152	G1G01-129	+
TU1G01-6598	G1G01-3963	+
TU1G01-3228	G1G01-3034	-
TU1G01-1402	G1G01-1316	+
TU1G01-6912	G1G01-2505	+
TU1G01-2184	G1G01-2076	+
TU1G01-3900	G1G01-3661	+
TU1G01-4560	G1G01-4286	+
TU1G01-840	G1G01-783 // G1G01-782	-
TU1G01-5240	G1G01-4954 // G1G01-4953	-
TU1G01-5906	G1G01-5594	+
TU1G01-1490	G1G01-1412 // G1G01-1411	-
TU1G01-6568	G1G01-4046	-
TU1G01-320	G1G01-283 // G1G01-282	+
TU1G01-1376	G1G01-1295	+
TU1G01-6882	G1G01-2593	+
TU1G01-2156	G1G01-2054 // G1G01-2053 // G1G01-2052	+
TU1G01-3872	G1G01-3639	+
TU1G01-4528	G1G01-4256 // G1G01-4255 // G1G01-4254	-
TU1G01-812	G1G01-761 // G1G01-760	+
TU1G01-5212	G1G01-4922	+
TU1G01-5876	G1G01-5558	-
TU1G01-146	G1G01-126	-
TU1G01-654	G1G01-634	-
TU1G01-3172	G1G01-2977 // G1G01-2976	+
TU1G01-1346	G1G01-1269 // G1G01-1268	+
TU1G01-6854	G1G01-2717	+
TU1G01-2126	G1G01-2024 // G1G01-2023 // G1G01-2022	+
TU1G01-3842	G1G01-3611 // G1G01-3610 // G1G01-3609	-
TU1G01-450	G1G01-409	-
TU1G01-784	G1G01-746	+
TU1G01-5184	G1G01-4892	+
TU1G01-5846	G1G01-5530	+
TU1G01-6510	G1G01-4277	+
TU1G01-3142	G1G01-2942 // G1G01-2941	+
TU1G01-1318	G1G01-1249 // G1G01-1248	-
TU1G01-6824	G1G01-2791	+
TU1G01-2098	G1G01-1991	-
TU1G01-3814	G1G01-3580	+
TU1G01-4470	G1G01-4203	+
TU1G01-756	G1G01-725	+
TU1G01-5156	G1G01-4863 // G1G01-4862 // G1G01-4861	-
TU1G01-5818	G1G01-5499 // G1G01-5498	-
TU1G01-6480	G1G01-4421	-
TU1G01-3114	G1G01-2913 // G1G01-2912 // G1G01-2911 // G1G01-2910	+
TU1G01-1288	G1G01-1230 // G1G01-1229	+
TU1G01-6798	G1G01-3045	+
TU1G01-2068	G1G01-1962	+
TU1G01-3786	G1G01-3557	+
TU1G01-4440	G1G01-4186 // G1G01-4185 // G1G01-4184	+
TU1G01-7447	G1G01-4619	-
TU1G01-2734	G1G01-2568 // G1G01-2567	+
TU1G01-5126	G1G01-4833	-
TU1G01-5790	G1G01-5471	+
TU1G01-6452	G1G01-4549	+
TU1G01-3084	G1G01-2881	+
TU1G01-1258	G1G01-1204 // G1G01-1203	+
TU1G01-6768	G1G01-3150	-
TU1G01-204	G1G01-171	+
TU1G01-3758	G1G01-3534 // G1G01-3533	+
TU1G01-4412	G1G01-4146 // G1G01-4145	-
TU1G01-7430	G1G01-34	+
TU1G01-2704	G1G01-2538	-
TU1G01-5098	G1G01-4808	+
TU1G01-5760	G1G01-5434 // G1G01-5433	+
TU1G01-6422	G1G01-4766	+
TU1G01-3054	G1G01-2853 // G1G01-2852	+
TU1G01-1228	G1G01-1177 // G1G01-1176	-
TU1G01-674	G1G01-651 // G1G01-650 // G1G01-649	+
TU1G01-2010	G1G01-1914	-
TU1G01-3728	G1G01-3496	+
TU1G01-4384	G1G01-4105	-
TU1G01-7400	G1G01-155	+
TU1G01-2676	G1G01-2504 // G1G01-2503	-
TU1G01-5068	G1G01-4773 // G1G01-4772 // G1G01-4771 // G1G01-4770 // G1G01-4769 // G1G01-4768	-
TU1G01-5732	G1G01-5408 // G1G01-5407 // G1G01-5406	+
TU1G01-6396	G1G01-4817	+
TU1G01-3022	G1G01-2827	-
TU1G01-120	G1G01-98	-
TU1G01-6710	G1G01-3519	-
TU1G01-1980	G1G01-1876 // G1G01-1875	+
TU1G01-370	G1G01-330	+
TU1G01-4356	G1G01-4084 // G1G01-4083	+
TU1G01-7374	G1G01-289	-
TU1G01-2646	G1G01-2478 // G1G01-2477	-
TU1G01-504	G1G01-464	-
TU1G01-5702	G1G01-5383 // G1G01-5382	-
TU1G01-6366	G1G01-4896	+
TU1G01-2996	G1G01-2787	-
TU1G01-1166	G1G01-1107	+
TU1G01-1952	G1G01-1852	-
TU1G01-3670	G1G01-3437	-
TU1G01-4326	G1G01-4050 // G1G01-4049	+
TU1G01-7344	G1G01-354	-
TU1G01-2618	G1G01-2460	+
TU1G01-5010	G1G01-4725 // G1G01-4724 // G1G01-4723	+
TU1G01-5674	G1G01-5351 // G1G01-5350	+
TU1G01-6338	G1G01-4942	-
TU1G01-2966	G1G01-2760 // G1G01-2759 // G1G01-2758	+
TU1G01-1136	G1G01-1079	-
TU1G01-1922	G1G01-1830 // G1G01-1829	-
TU1G01-3640	G1G01-3405	+
TU1G01-4298	G1G01-4017	-
TU1G01-7316	G1G01-488	-
TU1G01-2590	G1G01-2437 // G1G01-2436 // G1G01-2435	+
TU1G01-4982	G1G01-4704	-
TU1G01-5644	G1G01-5328	-
TU1G01-6308	G1G01-5057	+
TU1G01-2938	G1G01-2734	+
TU1G01-1106	G1G01-1052 // G1G01-1051	-
TU1G01-1894	G1G01-1799 // G1G01-1798	-
TU1G01-3610	G1G01-3388	+
TU1G01-4268	G1G01-3980	-
TU1G01-7286	G1G01-657	-
TU1G01-2560	G1G01-2398	-
TU1G01-4954	G1G01-4686	+
TU1G01-5616	G1G01-5303 // G1G01-5302 // G1G01-5301	-
TU1G01-628	G1G01-611	-
TU1G01-2908	G1G01-2711	-
TU1G01-1078	G1G01-1011	+
TU1G01-1864	G1G01-1769	+
TU1G01-3582	G1G01-3369 // G1G01-3368	+
TU1G01-424	G1G01-386 // G1G01-385	-
TU1G01-7258	G1G01-860	+
TU1G01-2532	G1G01-2379	-
TU1G01-4920	G1G01-4657	-
TU1G01-5588	G1G01-5275 // G1G01-5274	+
TU1G01-6250	G1G01-5318	+
TU1G01-288	G1G01-250	+
TU1G01-1048	G1G01-989	-
TU1G01-1836	G1G01-1743 // G1G01-1742 // G1G01-1741	-
TU1G01-3548	G1G01-3334 // G1G01-3333 // G1G01-3332	+
TU1G01-4210	G1G01-3924	+
TU1G01-7228	G1G01-1042	-
TU1G01-2502	G1G01-2347	-
TU1G01-4882	G1G01-4618 // G1G01-4617 // G1G01-4616	-
TU1G01-556	G1G01-529	+
TU1G01-6220	G1G01-5476	+
TU1G01-2850	G1G01-2670	-
TU1G01-102	G1G01-79 // G1G01-78	+
TU1G01-1806	G1G01-1719	+
TU1G01-352	G1G01-311	-
TU1G01-4182	G1G01-3900	+
TU1G01-720	G1G01-698	+
TU1G01-2474	G1G01-2320	+
TU1G01-4854	G1G01-4585	+
TU1G01-5530	G1G01-5218	-
TU1G01-6194	G1G01-5509	+
TU1G01-2820	G1G01-2647	+
TU1G01-178	G1G01-152 // G1G01-151	-
TU1G01-3490	G1G01-3275 // G1G01-3274	-
TU1G01-4154	G1G01-3885 // G1G01-3884 // G1G01-3883	+
TU1G01-7172	G1G01-1288	+
TU1G01-2442	G1G01-2296 // G1G01-2295	+
TU1G01-4820	G1G01-4553	-
TU1G01-550	G1G01-526 // G1G01-525 // G1G01-524 // G1G01-523 // G1G01-522	+
TU1G01-6164	G1G01-5605	-
TU1G01-2794	G1G01-2620	+
TU1G01-1750	G1G01-1655 // G1G01-1654	+
TU1G01-1744	G1G01-1650 // G1G01-1649 // G1G01-1648 // G1G01-1647 // G1G01-1646	+
TU1G01-3456	G1G01-3229 // G1G01-3228 // G1G01-3227 // G1G01-3226	+
TU1G01-412	G1G01-372 // G1G01-371	-
TU1G01-7138	G1G01-1479	+
TU1G01-2408	G1G01-2269	-
TU1G01-4788	G1G01-4521	+
TU1G01-5464	G1G01-5156	+
TU1G01-6130	G1G01-5712	+
TU1G01-276	G1G01-237	+
TU1G01-1716	G1G01-1617	-
TU1G01-3426	G1G01-3195	+
TU1G01-4090	G1G01-3823	-
TU1G01-7108	G1G01-1642	+
TU1G01-2380	G1G01-2248	+
TU1G01-476	G1G01-431	-
TU1G01-5436	G1G01-5127 // G1G01-5126 // G1G01-5125 // G1G01-5124	+
TU1G01-6100	G1G01-5754	+
TU1G01-1686	G1G01-1592 // G1G01-1591	+
TU1G01-3398	G1G01-3174	+
TU1G01-708	G1G01-688	-
TU1G01-2352	G1G01-2226	+
TU1G01-4730	G1G01-4461 // G1G01-4460 // G1G01-4459 // G1G01-4458 // G1G01-4457 // G1G01-4456 // G1G01-4455 // G1G01-4454	-
TU1G01-5406	G1G01-5102	-
TU1G01-6072	G1G01-5753	-
TU1G01-1658	G1G01-1564	+
TU1G01-3368	G1G01-3148 // G1G01-3147	-
TU1G01-7050	G1G01-1923	-
TU1G01-2322	G1G01-2200	-
TU1G01-4038	G1G01-3784	-
TU1G01-4700	G1G01-4419 // G1G01-4418	+
TU1G01-980	G1G01-915 // G1G01-914	+
TU1G01-5384	G1G01-5087	-
TU1G01-6042	G1G01-5701 // G1G01-5700 // G1G01-5699	+
TU1G01-1628	G1G01-1542 // G1G01-1541	-
TU1G01-334	G1G01-300	-
TU1G01-7020	G1G01-1973	-
TU1G01-2294	G1G01-2176	+
TU1G01-4008	G1G01-3765 // G1G01-3764	+
TU1G01-4672	G1G01-4381	-
TU1G01-952	G1G01-890	+
TU1G01-5352	G1G01-5065 // G1G01-5064 // G1G01-5063	+
TU1G01-6014	G1G01-5680	-
TU1G01-160	G1G01-137	+
TU1G01-6678	G1G01-3671	+
TU1G01-3310	G1G01-3096	-
TU1G01-6994	G1G01-2169	+
TU1G01-2264	G1G01-2142	+
TU1G01-3982	G1G01-3743 // G1G01-3742 // G1G01-3741	-
TU1G01-4642	G1G01-4358	+
TU1G01-922	G1G01-864 // G1G01-863	+
TU1G01-5322	G1G01-5025	+
TU1G01-5988	G1G01-5660 // G1G01-5659	+
TU1G01-1572	G1G01-1495	+
TU1G01-6648	G1G01-3802	+
TU1G01-3280	G1G01-3075	-
TU1G01-6964	G1G01-2274	-
TU1G01-2236	G1G01-2119 // G1G01-2118	+
TU1G01-3954	G1G01-3706	+
TU1G01-4614	G1G01-4334	+
TU1G01-894	G1G01-840	+
TU1G01-5294	G1G01-5002	+
TU1G01-596	G1G01-580	-
TU1G01-1542	G1G01-1465	+
TU1G01-662	G1G01-640 // G1G01-639	+
TU1G01-3252	G1G01-3053	+
TU1G01-1426	G1G01-1338	+
TU1G01-6936	G1G01-2373	-
TU1G01-2206	G1G01-2091 // G1G01-2090	+
TU1G01-3924	G1G01-3680 // G1G01-3679	-
TU1G01-4586	G1G01-4303 // G1G01-4302 // G1G01-4301	+
TU1G01-864	G1G01-812	+
TU1G01-5264	G1G01-4973	-
TU1G01-5930	G1G01-5612	-
TU1G01-1514	G1G01-1443	-
TU1G01-6592	G1G01-3994	+
TU1G01-3222	G1G01-3031	-
TU1G01-14	G1G01-9 // G1G01-8 // G1G01-7 // G1G01-6	-
TU1G01-6906	G1G01-2513	+
TU1G01-218	G1G01-180 // G1G01-179	+
TU1G01-3896	G1G01-3657 // G1G01-3656	+
TU1G01-4554	G1G01-4282 // G1G01-4281	+
TU1G01-836	G1G01-780	+
TU1G01-5236	G1G01-4948	-
TU1G01-5900	G1G01-5588 // G1G01-5587	+
TU1G01-1484	G1G01-1406 // G1G01-1405 // G1G01-1404	+
TU1G01-6562	G1G01-4053	-
TU1G01-3196	G1G01-3004	-
TU1G01-1370	G1G01-1290 // G1G01-1289	-
TU1G01-6878	G1G01-2614	-
TU1G01-2150	G1G01-2047	+
TU1G01-3866	G1G01-3634	-
TU1G01-4522	G1G01-4246	+
TU1G01-806	G1G01-757	-
TU1G01-5206	G1G01-4914	-
TU1G01-5870	G1G01-5553	+
TU1G01-1454	G1G01-1378	+
TU1G01-6534	G1G01-4168	-
TU1G01-3166	G1G01-2972 // G1G01-2971	+
TU1G01-1340	G1G01-1265	-
TU1G01-6848	G1G01-2727	-
TU1G01-2120	G1G01-2015 // G1G01-2014 // G1G01-2013 // G1G01-2012 // G1G01-2011 // G1G01-2010 // G1G01-2009	+
TU1G01-3838	G1G01-3606 // G1G01-3605	+
TU1G01-4494	G1G01-4224	+
TU1G01-78	G1G01-59	+
TU1G01-518	G1G01-473	+
TU1G01-5840	G1G01-5527	-
TU1G01-6504	G1G01-4326	+
TU1G01-3138	G1G01-2935	+
TU1G01-1312	G1G01-1244	+
TU1G01-682	G1G01-658	+
TU1G01-2092	G1G01-1987 // G1G01-1986 // G1G01-1985 // G1G01-1984 // G1G01-1983	+
TU1G01-3808	G1G01-3572	+
TU1G01-4464	G1G01-4199	+
TU1G01-750	G1G01-721	+
TU1G01-5150	G1G01-4856 // G1G01-4855	+
TU1G01-5812	G1G01-5494	-
TU1G01-6476	G1G01-4442	-
TU1G01-3108	G1G01-2907	-
TU1G01-1282	G1G01-1226 // G1G01-1225	+
TU1G01-6792	G1G01-3079	-
TU1G01-2062	G1G01-1955	-
TU1G01-3780	G1G01-3552 // G1G01-3551	+
TU1G01-4436	G1G01-4177 // G1G01-4176	+
TU1G01-7444	G1G01-2790 // G1G01-2789	-
TU1G01-2728	G1G01-2562 // G1G01-2561	+
TU1G01-5120	G1G01-4827	+
TU1G01-5784	G1G01-5467	+
TU1G01-6446	G1G01-4571	-
TU1G01-308	G1G01-271 // G1G01-270	-
TU1G01-1252	G1G01-1198 // G1G01-1197 // G1G01-1196	-
TU1G01-6762	G1G01-3198	-
TU1G01-2034	G1G01-1937 // G1G01-1936	+
TU1G01-3752	G1G01-3528	+
TU1G01-4406	G1G01-4138 // G1G01-4137 // G1G01-4136 // G1G01-4135 // G1G01-4134 // G1G01-4133 // G1G01-4132	-
TU1G01-7424	G1G01-83	+
TU1G01-270	G1G01-226	+
TU1G01-5092	G1G01-4805 // G1G01-4804	+
TU1G01-5756	G1G01-5431	-
TU1G01-6418	G1G01-4789	-
TU1G01-3046	G1G01-2845 // G1G01-2844	+
TU1G01-1222	G1G01-1173	-
TU1G01-6734	G1G01-3399	-
TU1G01-2004	G1G01-1907 // G1G01-1906	+
TU1G01-3722	G1G01-3486 // G1G01-3485 // G1G01-3484 // G1G01-3483 // G1G01-3482	-
TU1G01-438	G1G01-401	+
TU1G01-7398	G1G01-191	-
TU1G01-2670	G1G01-2498	+
TU1G01-5062	G1G01-4763 // G1G01-4762	-
TU1G01-5726	G1G01-5403 // G1G01-5402	+
TU1G01-6390	G1G01-4834	+
TU1G01-3018	G1G01-2824	+
TU1G01-1190	G1G01-1149 // G1G01-1148 // G1G01-1147 // G1G01-1146	-
TU1G01-6704	G1G01-3549	+
TU1G01-1976	G1G01-1873 // G1G01-1872	+
TU1G01-3694	G1G01-3457	+
TU1G01-4350	G1G01-4079	-
TU1G01-7368	G1G01-295	-
TU1G01-2640	G1G01-2473	+
TU1G01-5034	G1G01-4741	-
TU1G01-5698	G1G01-5378 // G1G01-5377	-
TU1G01-6360	G1G01-4903	+
TU1G01-2990	G1G01-2783	+
TU1G01-1160	G1G01-1102	+
TU1G01-1946	G1G01-1848	-
TU1G01-3664	G1G01-3429 // G1G01-3428 // G1G01-3427 // G1G01-3426	+
TU1G01-4320	G1G01-4037 // G1G01-4036 // G1G01-4035	+
TU1G01-734	G1G01-707	-
TU1G01-2612	G1G01-2457	+
TU1G01-5004	G1G01-4719 // G1G01-4718	+
TU1G01-5668	G1G01-5347	+
TU1G01-6332	G1G01-4951	+
TU1G01-2960	G1G01-2752	+
TU1G01-1130	G1G01-1075 // G1G01-1074 // G1G01-1073 // G1G01-1072 // G1G01-1071	-
TU1G01-1918	G1G01-1826 // G1G01-1825 // G1G01-1824 // G1G01-1823 // G1G01-1822	-
TU1G01-3634	G1G01-3402	-
TU1G01-4292	G1G01-4010	-
TU1G01-7310	G1G01-546	+
TU1G01-2584	G1G01-2430 // G1G01-2429 // G1G01-2428 // G1G01-2427	+
TU1G01-4978	G1G01-4701	-
TU1G01-564	G1G01-540	+
TU1G01-6302	G1G01-5060	-
TU1G01-2932	G1G01-2730	-
TU1G01-1100	G1G01-1046 // G1G01-1045	+
TU1G01-1888	G1G01-1794	+
TU1G01-3604	G1G01-3384 // G1G01-3383 // G1G01-3382 // G1G01-3381	+
TU1G01-4262	G1G01-3972 // G1G01-3971 // G1G01-3970	-
TU1G01-7280	G1G01-708	+
TU1G01-2556	G1G01-2395	-
TU1G01-4948	G1G01-4682 // G1G01-4681 // G1G01-4680 // G1G01-4679	+
TU1G01-5610	G1G01-5296	+
TU1G01-6274	G1G01-5245	+
TU1G01-2902	G1G01-2706	+
TU1G01-1072	G1G01-1006 // G1G01-1005 // G1G01-1004	-
TU1G01-186	G1G01-159	-
TU1G01-3578	G1G01-3366 // G1G01-3365 // G1G01-3364	-
TU1G01-4234	G1G01-3941	-
TU1G01-7252	G1G01-871	+
TU1G01-2526	G1G01-2374	+
TU1G01-4914	G1G01-4652 // G1G01-4653 // G1G01-4654	-
TU1G01-5582	G1G01-5270 // G1G01-5269	-
TU1G01-6244	G1G01-5355	-
TU1G01-2874	G1G01-2686	-
TU1G01-1042	G1G01-984 // G1G01-983 // G1G01-982	-
TU1G01-1830	G1G01-1737	-
TU1G01-3542	G1G01-3327 // G1G01-3326 // G1G01-3325	+
TU1G01-4204	G1G01-3921	+
TU1G01-7222	G1G01-1076	+
TU1G01-2498	G1G01-2342	-
TU1G01-4878	G1G01-4612 // G1G01-4611	-
TU1G01-5554	G1G01-5241 // G1G01-5240 // G1G01-5239 // G1G01-5238 // G1G01-5237	-
TU1G01-6216	G1G01-5485	+
TU1G01-2844	G1G01-2665	-
TU1G01-1014	G1G01-956 // G1G01-955 // G1G01-954 // G1G01-953	-
TU1G01-1800	G1G01-1714 // G1G01-1713	+
TU1G01-3514	G1G01-3302	-
TU1G01-4178	G1G01-3898	-
TU1G01-7196	G1G01-1162	-
TU1G01-2468	G1G01-2316	-
TU1G01-4848	G1G01-4581	+
TU1G01-5524	G1G01-5212	-
TU1G01-6188	G1G01-5534	-
TU1G01-2816	G1G01-2644	+
TU1G01-1774	G1G01-1688 // G1G01-1687	+
TU1G01-3484	G1G01-3267 // G1G01-3266	-
TU1G01-4148	G1G01-3880	+
TU1G01-7166	G1G01-1335	-
TU1G01-2438	G1G01-2292	+
TU1G01-4816	G1G01-4551 // G1G01-4550	-
TU1G01-5494	G1G01-5180	+
TU1G01-616	G1G01-595	-
TU1G01-2788	G1G01-2613 // G1G01-2612	+
TU1G01-6154	G1G01-5629	+
TU1G01-2782	G1G01-2609	-
