ReferenceGene,Subsystem,General_subsystem,CP043320,CP063780,CP039749,AP022324,CP000712,CP026386,CP012831,CP015225,CP043179,CP041013,CP061848,CP053697,CP076683,CP020100,CP060288,AP014655.1,CP007511.1,CP065866,CP022562,LS483372,CP069317,CP014784,CP065867,CP024478,CP013144,CP073105,CP038001,CP022561,CP045416,CP045349,AE004091.2,CP068238,CP012830,LR590473,CP065865,CP008896,CP061335,CP032419,CP045359,AP024503,CP008749.1,CP070982,CP050291,CP022560,CP058975
PA14_25690,Cell Envelope Biosynthesis,Cell envelope,FXF61_02485,IH404_21365,FA030_07625,PPTS312_19420,Pput_3798,C3F42_07445,AO356_20175,TK06_29655,FQ342_01845,FIU24_21970,IE322_14275,HNE05_05820,KQ248_19210,BVH74_13140,H7683_18335,MT1_3232,CL52_07320,I9X27_10190,CHR29_08250,NCTC10038_04634,JQN61_14035,A0T30_14265,I9X29_10525,CS390_17440,AOU28_01830,KCX70_15080,DCC84_25580,CHN49_20005,FIU84_13365,FIV02_08200,PA2965,JHW37_09990,AO353_01355,NCTC13359_02576,I9X26_10815,HZ99_09125,ICJ54_09370,D3880_14025,FIU98_08180,PproGo58_17620,OU9_03018,JYG34_07720,HAV28_18240,CHR26_00170,HXW90_24015
PA14_43690,Cell Envelope Biosynthesis,Cell envelope,FXF61_07475,IH404_10280,FA030_16710,PPTS312_38580,Pput_1693,C3F42_26280,AO356_19770,TK06_29230,FQ342_02155,FIU24_12880,IE322_04515,HNE05_08535,KQ248_13860,BVH74_14905,H7683_23095,MT1_2035,CL52_08370,I9X27_17710,CHR29_18755,NCTC10038_02055,JQN61_07920,A0T30_12955,I9X29_18100,CS390_08340,AOU28_02960,KCX70_10100,DCC84_24285,CHN49_08760,FIU84_09220,FIV02_11135,PA1609,JHW37_17345,AO353_01760,NCTC13359_04377,I9X26_20880,HZ99_26320,ICJ54_19110,D3880_13905,FIU98_11115,PproGo58_17070,OU9_01616,JYG34_17280,HAV28_08420,CHR26_17935,HXW90_09790
PA14_46490,Cell Envelope Biosynthesis,Cell envelope,FXF61_02485,IH404_21365,FA030_17880,PPTS312_19420,Pput_2422,C3F42_07445,AO356_27550,TK06_04125,FQ342_25360,FIU24_11710,IE322_14275,HNE05_05820,KQ248_19210,BVH74_13140,H7683_02730,MT1_3232,CL52_07320,I9X27_18195,CHR29_08250,NCTC10038_04634,JQN61_14035,A0T30_14265,I9X29_19345,CS390_17440,AOU28_01830,KCX70_12310,DCC84_19545,CHN49_20005,FIU84_13365,FIV02_08200,PA1373,JHW37_18785,AO353_22590,NCTC13359_04611,I9X26_22010,HZ99_09125,ICJ54_09370,D3880_14025,FIU98_08180,PproGo58_33300,OU9_03018,JYG34_07720,HAV28_18240,CHR26_00170,HXW90_27115
PA14_57320,Cell Envelope Biosynthesis,Cell envelope,FXF61_10770,IH404_06090,FA030_22350,PPTS312_46070,Pput_4385,C3F42_11945,AO356_17170,TK06_26745,FQ342_16895,FIU24_07235,IE322_00690,HNE05_13885,KQ248_09915,BVH74_08325,H7683_15035,MT1_1307,CL52_15950,I9X27_23730,CHR29_22755,NCTC10038_01140,JQN61_16600,A0T30_05875,I9X29_24765,CS390_20005,AOU28_26020,KCX70_04945,DCC84_28470,CHN49_23100,FIU84_05140,FIV02_04745,PA4410,JHW37_23605,AO353_15350,NCTC13359_05506,I9X26_26910,HZ99_12100,ICJ54_22830,D3880_18290,FIU98_04735,PproGo58_47900,OU9_04482,JYG34_21295,HAV28_20840,CHR26_12825,HXW90_05345
PA14_41170,Cell Envelope Biosynthesis,Cell envelope,FXF61_07105,IH404_18440,FA030_15645,PPTS312_17800,Pput_3860,C3F42_07930,AO356_24445,TK06_02875,FQ342_26005,FIU24_13945,IE322_14745,HNE05_06050,KQ248_16460,BVH74_12295,H7683_20905,MT1_2588,CL52_08895,I9X27_16680,CHR29_06825,NCTC10038_04290,JQN61_14505,A0T30_10580,I9X29_16690,CS390_16065,AOU28_03980,KCX70_12800,DCC84_21790,CHN49_20570,FIU84_11555,FIV02_10605,PA1806,JHW37_16510,AO353_23455,NCTC13359_04163,I9X26_19475,HZ99_27660,ICJ54_08855,D3880_17365,FIU98_10585,PproGo58_26910,OU9_01825,JYG34_06090,HAV28_18690,CHR26_21010,HXW90_09880
PA14_11760,Cell Envelope Biosynthesis,Cell envelope,,IH404_25075,FA030_01615,PPTS312_10340,Pput_0581,C3F42_14185,AO356_15210,TK06_24845,FQ342_14835,FIU24_27980,IE322_18565,HNE05_09955,KQ248_08830,BVH74_11350,H7683_20270,MT1_1080,CL52_03325,I9X27_04655,CHR29_03175,NCTC10038_05371,JQN61_02910,A0T30_06400,I9X29_04730,CS390_08800,,KCX70_18560,DCC84_30095,CHN49_02805,FIU84_18545,FIV02_18680,PA4025,JHW37_04515,AO353_06575,NCTC13359_01384,I9X26_05000,HZ99_13695,ICJ54_04715,,FIU98_18665,PproGo58_51800,OU9_04076,JYG34_02925,HAV28_22490,CHR26_04530,HXW90_27865
PA14_11770,Cell Envelope Biosynthesis,Cell envelope,,IH404_25070,FA030_01620,PPTS312_10350,Pput_0582,C3F42_14180,AO356_15215,TK06_24850,FQ342_14840,FIU24_27975,IE322_18560,HNE05_09950,KQ248_08835,BVH74_11345,H7683_20275,MT1_1081,CL52_03330,I9X27_04660,CHR29_03180,NCTC10038_05370,JQN61_02915,A0T30_06395,I9X29_04735,CS390_08805,AOU28_15270,KCX70_18555,DCC84_30090,CHN49_02810,FIU84_18535,FIV02_18675,PA4024,JHW37_04520,AO353_06570,NCTC13359_01385,I9X26_05005,HZ99_13690,ICJ54_04720,,FIU98_18660,PproGo58_51790,OU9_04075,JYG34_02930,HAV28_22485,CHR26_04525,HXW90_27860
PA14_56600,Cell Envelope Biosynthesis,Cell envelope,,IH404_08380,FA030_22050,PPTS312_45640,Pput_0961,C3F42_11505,AO356_04845,TK06_14150,FQ342_04160,FIU24_07535,IE322_00930,HNE05_12235,KQ248_21095,BVH74_17260,H7683_15780,MT1_3610,CL52_15700,I9X27_23435,CHR29_22520,NCTC10038_01570,JQN61_11780,A0T30_07645,I9X29_24470,CS390_19775,AOU28_26315,KCX70_17025,DCC84_06875,CHN49_04840,FIU84_05420,FIV02_05545,PA4353,JHW37_23325,AO353_17335,NCTC13359_05444,I9X26_26615,HZ99_24640,ICJ54_22590,D3880_18020,FIU98_05535,PproGo58_13300,OU9_04420,JYG34_05290,HAV28_20625,CHR26_13075,HXW90_07595
PA14_12870,Cell Envelope Biosynthesis,Cell envelope,FXF61_10840,IH404_24660,FA030_02035,PPTS312_49020,Pput_4636,C3F42_13855,AO356_15550,TK06_25195,FQ342_15195,FIU24_27560,IE322_24815,HNE05_00890,KQ248_08605,BVH74_18425,H7683_05140,MT1_1044,CL52_03650,I9X27_05070,CHR29_24090,NCTC10038_05300,JQN61_18030,A0T30_19135,I9X29_05140,CS390_21210,AOU28_14855,KCX70_18735,DCC84_29725,CHN49_24420,FIU84_04155,FIV02_19845,PA3942,JHW37_04915,AO353_06245,NCTC13359_01468,I9X26_05415,HZ99_13235,ICJ54_24095,D3880_03485,FIU98_19830,PproGo58_51060,OU9_03992,JYG34_03370,HAV28_22155,CHR26_11020,HXW90_27505
PA14_21370,Cell Envelope Biosynthesis,Cell envelope,FXF61_09505,IH404_22010,FA030_05620,PPTS312_41650,Pput_1340,C3F42_09260,AO356_05100,TK06_14415,FQ342_19380,FIU24_23975,IE322_02925,HNE05_04165,KQ248_10915,BVH74_14520,H7683_17665,MT1_1489,CL52_14405,I9X27_08470,CHR29_20300,NCTC10038_04797,JQN61_09825,A0T30_08020,I9X29_08770,CS390_06730,AOU28_11635,KCX70_05900,DCC84_26495,CHN49_07075,FIU84_15165,FIV02_07545,PA3299,JHW37_08195,AO353_03310,NCTC13359_02179,I9X26_09060,HZ99_10210,ICJ54_20735,D3880_16145,FIU98_07530,PproGo58_44390,OU9_03353,JYG34_18970,HAV28_06905,CHR26_16080,HXW90_24650
PA14_21340,Cell Envelope Biosynthesis,Cell envelope,FXF61_09505,IH404_22015,FA030_05615,PPTS312_41660,Pput_1339,C3F42_09265,AO356_05105,TK06_14420,FQ342_19375,FIU24_23980,IE322_02920,HNE05_04160,KQ248_10910,BVH74_14525,H7683_17660,MT1_1488,CL52_14410,I9X27_08465,CHR29_20305,NCTC10038_04798,JQN61_09830,A0T30_08015,I9X29_08765,CS390_06725,AOU28_11640,KCX70_05895,DCC84_26500,CHN49_07070,FIU84_15170,FIV02_07540,PA3300,JHW37_08190,AO353_03315,NCTC13359_02178,I9X26_09055,HZ99_10215,ICJ54_20740,D3880_16150,FIU98_07525,PproGo58_44400,OU9_03354,JYG34_18975,HAV28_06900,CHR26_16075,HXW90_24655
PA14_73220,Cell Envelope Biosynthesis,Cell envelope,FXF61_13515,IH404_00785,FA030_29270,PPTS312_04940,Pput_5293,C3F42_17315,AO356_11730,TK06_21125,FQ342_11075,FIU24_00315,IE322_21685,HNE05_18010,KQ248_04175,BVH74_04815,H7683_09705,MT1_0314,CL52_20550,I9X27_29830,CHR29_27690,NCTC10038_06118,JQN61_21220,A0T30_01915,I9X29_30780,CS390_24725,AOU28_17470,KCX70_22715,DCC84_34175,CHN49_27595,FIU84_21355,FIV02_24585,PA5552,JHW37_29725,AO353_10380,NCTC13359_00349,I9X26_33785,HZ99_17755,ICJ54_01675,D3880_22485,FIU98_24565,PproGo58_59190,OU9_05673,JYG34_26140,HAV28_25285,CHR26_07795,HXW90_31290
PA14_14680,Cell Envelope Biosynthesis,Cell envelope,FXF61_03855,IH404_23305,FA030_02720,PPTS312_13560,Pput_0868,C3F42_22515,AO356_06665,TK06_15960,FQ342_17370,FIU24_26875,IE322_17085,HNE05_13655,KQ248_11260,BVH74_08035,H7683_03755,MT1_1556,CL52_05990,I9X27_05795,CHR29_04745,NCTC10038_05045,JQN61_12205,A0T30_17780,I9X29_06085,CS390_04590,AOU28_14205,KCX70_06260,DCC84_05520,CHN49_04400,FIU84_15675,FIV02_18340,PA3818,JHW37_05690,AO353_15815,NCTC13359_01603,I9X26_06040,HZ99_23515,ICJ54_06400,D3880_05920,FIU98_18325,PproGo58_47090,OU9_03862,JYG34_04725,HAV28_04420,CHR26_03055,HXW90_25910
PA14_38350,Cell Envelope Biosynthesis,Cell envelope,FXF61_05755,IH404_14510,FA030_14055,PPTS312_36180,Pput_1949,C3F42_28065,AO356_22795,TK06_02225,FQ342_25540,FIU24_15540,IE322_06175,HNE05_07600,KQ248_15840,BVH74_11245,H7683_22480,MT1_2454,CL52_09030,I9X27_15580,CHR29_17525,NCTC10038_03195,JQN61_06810,A0T30_12325,I9X29_15595,CS390_14045,AOU28_05100,KCX70_11285,DCC84_16595,CHN49_10460,FIU84_10405,FIV02_11670,PA2023,JHW37_15425,AO353_26975,NCTC13359_03845,I9X26_18375,HZ99_02305,ICJ54_17940,D3880_12160,FIU98_11650,PproGo58_32880,OU9_02049,JYG34_10945,HAV28_15080,CHR26_19130,HXW90_15915
PA14_73170,Cell Envelope Biosynthesis,Cell envelope,FXF61_12715,IH404_00775,FA030_29255,PPTS312_04920,Pput_5291,C3F42_17325,AO356_11740,TK06_21135,FQ342_11085,FIU24_00330,IE322_21695,HNE05_18020,KQ248_04165,BVH74_11280,H7683_09690,MT1_0316,CL52_20540,I9X27_29815,CHR29_27680,NCTC10038_06116,JQN61_21210,A0T30_01905,I9X29_30765,CS390_24715,AOU28_17455,KCX70_22700,DCC84_34165,CHN49_27585,FIU84_21345,FIV02_24570,PA5549,JHW37_29710,AO353_10370,NCTC13359_00346,I9X26_33770,HZ99_17745,ICJ54_01665,D3880_22475,FIU98_24550,PproGo58_59170,OU9_05670,JYG34_26130,HAV28_25275,CHR26_07805,HXW90_31280
PA14_61660,Cell Envelope Biosynthesis,Cell envelope,FXF61_03050,IH404_04585,FA030_24340,PPTS312_12560,Pput_0764,C3F42_12830,AO356_16510,TK06_26090,FQ342_16405,FIU24_05245,IE322_17595,HNE05_02615,KQ248_10355,BVH74_01605,H7683_15525,MT1_1383,CL52_05160,I9X27_25055,CHR29_04225,NCTC10038_00806,JQN61_12710,A0T30_06205,I9X29_26090,CS390_03930,AOU28_24670,KCX70_05360,DCC84_04660,CHN49_03840,FIU84_16325,FIV02_05320,PA4662,JHW37_24955,AO353_14800,NCTC13359_05899,I9X26_28855,HZ99_22825,ICJ54_05885,D3880_04705,FIU98_05310,PproGo58_48710,OU9_04746,JYG34_04075,HAV28_03860,CHR26_03640,HXW90_03825
PA14_57380,Cell Envelope Biosynthesis,Cell envelope,FXF61_10795,IH404_06065,FA030_22375,PPTS312_46120,Pput_4390,C3F42_11970,AO356_17145,TK06_26720,FQ342_16870,FIU24_07210,IE322_00665,HNE05_13910,KQ248_09890,BVH74_08300,H7683_15010,MT1_1302,CL52_15975,I9X27_23755,CHR29_22780,NCTC10038_01135,JQN61_16625,A0T30_05850,I9X29_24790,CS390_20030,AOU28_25995,KCX70_04920,DCC84_28495,CHN49_23125,FIU84_05115,FIV02_04720,PA4415,JHW37_23630,AO353_15325,NCTC13359_05512,I9X26_26935,HZ99_12125,ICJ54_22855,D3880_18315,FIU98_04710,PproGo58_47950,OU9_04487,JYG34_21320,HAV28_20865,CHR26_12800,HXW90_05320
PA14_62840,Cell Envelope Biosynthesis,Cell envelope,FXF61_10250,IH404_24110,FA030_24935,PPTS312_48150,Pput_4582,C3F42_21115,AO356_07445,TK06_16780,FQ342_06685,FIU24_04650,IE322_25060,HNE05_14265,KQ248_21520,BVH74_02115,H7683_04545,MT1_3695,CL52_04470,I9X27_25555,CHR29_23860,NCTC10038_05222,JQN61_17665,A0T30_18140,I9X29_26605,CS390_20930,AOU28_24085,KCX70_17465,DCC84_04080,CHN49_24140,FIU84_16985,FIV02_19215,PA4749,JHW37_25540,AO353_05595,NCTC13359_06016,I9X26_29355,HZ99_22220,ICJ54_23910,D3880_04240,FIU98_19200,PproGo58_08140,OU9_04847,JYG34_03670,HAV28_21860,CHR26_11680,HXW90_26830
PA14_57410,Cell Envelope Biosynthesis,Cell envelope,FXF61_10805,IH404_06055,FA030_22385,PPTS312_46140,Pput_4392,C3F42_11980,AO356_17135,TK06_26710,FQ342_16860,FIU24_07200,IE322_00655,HNE05_13920,KQ248_09880,BVH74_08290,H7683_15000,MT1_1300,CL52_15985,I9X27_23765,CHR29_22790,NCTC10038_01133,JQN61_16635,A0T30_05840,I9X29_24800,CS390_20040,AOU28_25985,KCX70_04910,DCC84_28505,CHN49_23135,FIU84_05105,FIV02_04710,PA4417,JHW37_23640,AO353_15315,NCTC13359_05514,I9X26_26945,HZ99_12135,ICJ54_22865,D3880_18325,FIU98_04700,PproGo58_47970,OU9_04489,JYG34_21330,HAV28_20875,CHR26_12790,HXW90_05310
PA14_57810,Cell Envelope Biosynthesis,Cell envelope,FXF61_01975,IH404_05840,FA030_22555,PPTS312_14480,Pput_1003,C3F42_11610,AO356_06975,TK06_16260,FQ342_06225,FIU24_07030,IE322_16640,HNE05_01815,KQ248_09705,BVH74_01000,H7683_14830,MT1_1264,CL52_16140,I9X27_23935,CHR29_05200,NCTC10038_01083,JQN61_11580,A0T30_05680,I9X29_24970,CS390_04985,AOU28_25820,KCX70_04720,DCC84_28745,CHN49_05050,FIU84_04900,FIV02_04535,PA4450,JHW37_23810,AO353_05120,NCTC13359_05548,I9X26_27115,HZ99_12340,ICJ54_06835,D3880_18490,FIU98_04525,PproGo58_09060,OU9_04523,JYG34_05195,HAV28_05195,CHR26_02605,HXW90_05105
PA14_57340,Cell Envelope Biosynthesis,Cell envelope,FXF61_10780,IH404_06080,FA030_22360,PPTS312_46090,Pput_4387,C3F42_11955,AO356_17160,TK06_26735,FQ342_16885,FIU24_07225,IE322_00680,HNE05_13895,KQ248_09905,BVH74_08315,H7683_15025,MT1_1305,CL52_15960,I9X27_23740,CHR29_22765,NCTC10038_01138,JQN61_16610,A0T30_05865,I9X29_24775,CS390_20015,AOU28_26010,KCX70_04935,DCC84_28480,CHN49_23110,FIU84_05130,FIV02_04735,PA4412,JHW37_23615,AO353_15340,NCTC13359_05508,I9X26_26920,HZ99_12110,ICJ54_22840,D3880_18300,FIU98_04725,PproGo58_47920,OU9_04484,JYG34_21305,HAV28_20850,CHR26_12815,HXW90_05335
PA14_57370,Cell Envelope Biosynthesis,Cell envelope,FXF61_10790,IH404_06070,FA030_22370,PPTS312_46110,Pput_4389,C3F42_11965,AO356_17150,TK06_26725,FQ342_16875,FIU24_07215,IE322_00670,HNE05_13905,KQ248_09895,BVH74_08305,H7683_15015,MT1_1303,CL52_15970,I9X27_23750,CHR29_22775,NCTC10038_01136,JQN61_16620,A0T30_05855,I9X29_24785,CS390_20025,AOU28_26000,KCX70_04925,DCC84_28490,CHN49_23120,FIU84_05120,FIV02_04725,PA4414,JHW37_23625,AO353_15330,NCTC13359_05511,I9X26_26930,HZ99_12120,ICJ54_22850,D3880_18310,FIU98_04715,PproGo58_47940,OU9_04486,JYG34_21315,HAV28_20860,CHR26_12805,HXW90_05325
PA14_57330,Cell Envelope Biosynthesis,Cell envelope,FXF61_10775,IH404_06085,FA030_22355,PPTS312_46080,Pput_4386,C3F42_11950,AO356_17165,TK06_26740,FQ342_16890,FIU24_07230,IE322_00685,HNE05_13890,KQ248_09910,BVH74_08320,H7683_15030,MT1_1306,CL52_15955,I9X27_23735,CHR29_22760,NCTC10038_01139,JQN61_16605,A0T30_05870,I9X29_24770,CS390_20010,AOU28_26015,KCX70_04940,DCC84_28475,CHN49_23105,FIU84_05135,FIV02_04740,PA4411,JHW37_23610,AO353_15345,NCTC13359_05507,I9X26_26915,HZ99_12105,ICJ54_22835,D3880_18295,FIU98_04730,PproGo58_47910,OU9_04483,JYG34_21300,HAV28_20845,CHR26_12820,HXW90_05340
PA14_25550,Cell Envelope Biosynthesis,Cell envelope,FXF61_03530,IH404_17150,FA030_07560,PPTS312_19290,Pput_3810,C3F42_07510,AO356_20095,TK06_29575,FQ342_01925,FIU24_22035,IE322_14335,HNE05_05740,KQ248_19270,BVH74_13080,H7683_18275,MT1_3244,CL52_07260,I9X27_10130,CHR29_08185,NCTC10038_03707,JQN61_14095,A0T30_14325,I9X29_10465,CS390_17500,AOU28_09995,KCX70_15140,DCC84_25650,CHN49_20070,FIU84_13425,FIV02_08140,PA2977,JHW37_09930,AO353_01430,NCTC13359_02564,I9X26_10755,HZ99_09205,ICJ54_09310,D3880_14085,FIU98_08125,PproGo58_17460,OU9_03031,JYG34_07660,HAV28_18300,CHR26_00235,HXW90_18615
PA14_39190,Cell Envelope Biosynthesis,Cell envelope,FXF61_07540,IH404_15675,FA030_14885,PPTS312_27950,Pput_2827,C3F42_00080,AO356_27775,TK06_03820,FQ342_26950,FIU24_14705,IE322_10195,HNE05_08310,KQ248_16230,BVH74_05440,H7683_22005,MT1_2539,CL52_09290,I9X27_15910,CHR29_12895,NCTC10038_02876,JQN61_05020,A0T30_12735,I9X29_15925,CS390_13325,AOU28_04750,KCX70_12470,DCC84_18335,CHN49_12415,FIU84_11305,FIV02_11980,PA1959,JHW37_15765,AO353_25760,NCTC13359_04005,I9X26_18715,HZ99_02680,ICJ54_13505,D3880_11140,FIU98_11960,PproGo58_30530,OU9_01983,JYG34_14020,HAV28_11815,CHR26_23830,HXW90_13905
PA14_57390,Cell Envelope Biosynthesis,Cell envelope,FXF61_10800,IH404_06060,FA030_22380,PPTS312_46130,Pput_4391,C3F42_11975,AO356_17140,TK06_26715,FQ342_16865,FIU24_07205,IE322_00660,HNE05_13915,KQ248_09885,BVH74_08295,H7683_15005,MT1_1301,CL52_15980,I9X27_23760,CHR29_22785,NCTC10038_01134,JQN61_16630,A0T30_05845,I9X29_24795,CS390_20035,AOU28_25990,KCX70_04915,DCC84_28500,CHN49_23130,FIU84_05110,FIV02_04715,PA4416,JHW37_23635,AO353_15320,NCTC13359_05513,I9X26_26940,HZ99_12130,ICJ54_22860,D3880_18320,FIU98_04705,PproGo58_47960,OU9_04488,JYG34_21325,HAV28_20870,CHR26_12795,HXW90_05315
PA14_71990,Cell Envelope Biosynthesis,Cell envelope,FXF61_01850,IH404_03270,FA030_28765,PPTS312_09920,Pput_0536,C3F42_14405,AO356_11835,TK06_21260,FQ342_14750,FIU24_00820,IE322_18785,HNE05_00600,KQ248_07380,BVH74_11135,H7683_06045,MT1_2830,CL52_10715,I9X27_29300,CHR29_02965,NCTC10038_00528,JQN61_04695,A0T30_02625,I9X29_30285,CS390_18020,AOU28_16975,KCX70_13475,DCC84_01415,CHN49_02580,FIU84_03775,FIV02_20905,PA5453,JHW37_29155,AO353_10245,NCTC13359_00248,I9X26_33295,HZ99_20485,ICJ54_04490,D3880_02970,FIU98_20890,PproGo58_41600,OU9_05574,JYG34_02640,HAV28_22665,CHR26_00735,HXW90_12750
PA14_23370,Cell Envelope Biosynthesis,Cell envelope,,,,PPTS312_18360,,C3F42_28380,AO356_25630,TK06_01030,FQ342_24530,,IE322_14775,HNE05_19460,KQ248_06380,,H7683_19885,MT1_2969,,,CHR29_07100,,JQN61_14535,A0T30_09740,,CS390_12520,,KCX70_08700,,CHN49_20755,,,PA3148,,AO353_01990,,I9X26_09860,,ICJ54_08825,D3880_06400,,PproGo58_35350,,JYG34_14155,HAV28_13165,CHR26_00690,HXW90_09060
PA14_18300,Cell Envelope Biosynthesis,Cell envelope,FXF61_09605,IH404_14770,FA030_04375,PPTS312_31880,Pput_2766,C3F42_03130,AO356_26380,TK06_05790,FQ342_27270,FIU24_25220,IE322_07745,HNE05_07125,KQ248_20100,BVH74_13905,H7683_22485,MT1_3409,,I9X27_07150,CHR29_13215,NCTC10038_03147,JQN61_04690,A0T30_15140,I9X29_07430,CS390_06370,AOU28_12870,KCX70_15970,DCC84_17305,CHN49_15510,FIU84_12715,FIV02_11665,PA3559,JHW37_15430,AO353_25565,NCTC13359_01927,I9X26_07805,HZ99_03645,ICJ54_16410,D3880_05550,FIU98_11645,PproGo58_29600,OU9_03598,JYG34_16040,HAV28_10440,CHR26_23465,HXW90_15640
PA14_68200,Cell Envelope Biosynthesis,Cell envelope,FXF61_09640,IH404_02390,FA030_27215,PPTS312_18250,Pput_3933,C3F42_15770,AO356_10045,TK06_19400,FQ342_09400,FIU24_02370,IE322_14850,HNE05_19450,KQ248_05260,BVH74_06935,H7683_07995,MT1_0488,CL52_20170,I9X27_27675,CHR29_07050,NCTC10038_04457,JQN61_14540,A0T30_15080,I9X29_28760,CS390_23230,AOU28_21960,KCX70_21870,DCC84_01410,CHN49_20710,FIU84_00415,FIV02_22725,PA5163,JHW37_27655,AO353_11880,NCTC13359_06474,I9X26_31740,HZ99_27120,ICJ54_08735,D3880_21585,FIU98_22705,PproGo58_03010,OU9_05271,JYG34_22430,HAV28_18720,CHR26_00810,HXW90_23240
PA14_68210,Cell Envelope Biosynthesis,Cell envelope,FXF61_10645,IH404_02385,FA030_27220,PPTS312_07440,Pput_3923,C3F42_15775,AO356_10050,TK06_19405,FQ342_09405,FIU24_02365,IE322_14855,HNE05_19445,KQ248_05255,,H7683_08000,MT1_0487,CL52_20175,I9X27_27680,CHR29_07020,NCTC10038_04456,JQN61_01420,A0T30_15075,I9X29_28765,CS390_23235,AOU28_21955,KCX70_21875,DCC84_01405,CHN49_01220,FIU84_00410,FIV02_22730,PA5164,JHW37_27660,AO353_11875,NCTC13359_06475,I9X26_31745,HZ99_27125,ICJ54_03190,D3880_21590,FIU98_22710,PproGo58_03000,OU9_05272,JYG34_01180,HAV28_24015,CHR26_00815,HXW90_23235
PA14_68190,Cell Envelope Biosynthesis,Cell envelope,FXF61_09630,IH404_02380,FA030_27210,PPTS312_18240,Pput_3934,C3F42_15780,AO356_10055,TK06_19410,FQ342_09410,FIU24_02375,IE322_14820,HNE05_19440,KQ248_05250,BVH74_11210,H7683_08005,MT1_0486,CL52_20180,I9X27_27670,CHR29_07045,NCTC10038_04458,JQN61_14545,A0T30_15070,I9X29_28755,CS390_23240,AOU28_21965,KCX70_21880,DCC84_01400,CHN49_20715,FIU84_00405,FIV02_22735,PA5162,JHW37_27650,AO353_11870,NCTC13359_06473,I9X26_31735,HZ99_19510,ICJ54_08730,D3880_21595,FIU98_22715,PproGo58_02990,OU9_05270,JYG34_01175,HAV28_24020,CHR26_00805,HXW90_23245
PA14_68170,Cell Envelope Biosynthesis,Cell envelope,FXF61_09645,IH404_02395,FA030_27205,PPTS312_18230,Pput_3935,C3F42_15765,AO356_10040,TK06_19395,FQ342_09395,FIU24_02380,IE322_14825,HNE05_19455,KQ248_05265,BVH74_11275,H7683_07990,MT1_0489,CL52_20165,I9X27_27665,CHR29_07040,NCTC10038_04459,JQN61_14550,A0T30_15085,I9X29_28750,CS390_23225,AOU28_21970,KCX70_21865,DCC84_01415,CHN49_20720,FIU84_00420,FIV02_22720,PA5161,JHW37_27645,AO353_11885,NCTC13359_06472,I9X26_31730,HZ99_19520,ICJ54_08725,D3880_21580,FIU98_22700,PproGo58_03020,OU9_05269,JYG34_01190,HAV28_18725,CHR26_00800,HXW90_23250
PA14_38360,Cell Envelope Biosynthesis,Cell envelope,FXF61_09605,IH404_14770,FA030_14060,PPTS312_31880,Pput_2766,C3F42_03130,AO356_26380,TK06_05790,FQ342_27270,FIU24_15535,IE322_07745,HNE05_07125,KQ248_20100,BVH74_13905,H7683_22485,MT1_3409,,I9X27_15585,CHR29_13215,NCTC10038_03147,JQN61_04690,A0T30_15140,I9X29_15600,CS390_12715,AOU28_05095,KCX70_15970,DCC84_14580,CHN49_15510,FIU84_12715,FIV02_11665,PA2022,JHW37_15430,AO353_25565,NCTC13359_03846,I9X26_18380,HZ99_09595,ICJ54_16410,D3880_05610,FIU98_11645,PproGo58_51850,OU9_02048,JYG34_16040,HAV28_10440,CHR26_23465,HXW90_15640
PA14_09600,Cell Envelope Biosynthesis,Cell envelope,FXF61_10770,IH404_06090,FA030_00380,PPTS312_46070,Pput_4385,C3F42_11945,AO356_17170,TK06_26745,FQ342_16895,FIU24_29215,IE322_00690,HNE05_13885,KQ248_09915,BVH74_08325,H7683_15035,MT1_1307,CL52_15950,I9X27_03755,CHR29_22755,NCTC10038_01140,JQN61_16600,A0T30_05875,I9X29_03765,CS390_20005,AOU28_16150,KCX70_04945,DCC84_28470,CHN49_23100,FIU84_05140,FIV02_04745,PA4201,JHW37_03685,AO353_15350,NCTC13359_01141,I9X26_04110,HZ99_12100,ICJ54_22830,D3880_18290,FIU98_04735,PproGo58_47900,OU9_04254,JYG34_21295,HAV28_20840,CHR26_12825,HXW90_05345
PA14_25900,Cell Envelope Biosynthesis,Cell envelope,,IH404_09365,FA030_07700,PPTS312_47210,Pput_4497,C3F42_12620,,,FQ342_25860,FIU24_21895,IE322_00135,,,,,,,I9X27_10265,CHR29_23310,NCTC10038_01849,JQN61_17200,,I9X29_10600,,AOU28_09860,,DCC84_09025,CHN49_23660,,,PA2950,JHW37_10065,AO353_23385,NCTC13359_02592,I9X26_10890,HZ99_07950,ICJ54_23380,D3880_03570,,PproGo58_26590,OU9_03002,JYG34_21885,HAV28_21375,CHR26_12195,HXW90_08860
