TU_id	start	stop	tss	strand	rho_dependent	rnapol	replicon	genes
TU0_964_from_RpoD_mono	4453783	4455181	4453783	+	True	RpoD_mono	NC_000913.2	b4233
TU0_14300_from_RpoD_mono	149715	152812	None	-	True	RpoD_mono	NC_000913.2	b0136,b0137,b0138
TU0_4192_from_RPOE_MONOMER	3199126	3199849	3199126	+	True	RpoE_mono	NC_000913.2	b3055
TU0_13383_from_RpoD_mono	1807350	1808072	1807350	+	True	RpoD_mono	NC_000913.2	b1727
TU0_1241_from_RpoD_mono	4374817	4375215	4374817	+	True	RpoD_mono	NC_000913.2	b4148
TU0_13271_from_RpoD_mono	1515906	1516870	None	-	True	RpoD_mono	NC_000913.2	b1448
TU0_2504_from_RpoD_mono	1328849	1331669	1328849	+	True	RpoD_mono	NC_000913.2	b1274
TU0_14638_from_RpoD_mono	2169857	2174454	2174454	-	True	RpoD_mono	NC_000913.2	b2092,b2094,b2093,b2095
TU0_12857_from_RpoD_mono	256502	257771	256502	+	True	RpoD_mono	NC_000913.2	b0239
TU00470_from_RpoD_mono	3562157	3567594	3567594	-	True	RpoD_mono	NC_000913.2	b3429,b3430
TU00061_from_RpoD_mono	1003955	1005001	1003955	+	True	RpoD_mono	NC_000913.2	b0945
TU00278_from_RpoD_mono	3599051	3602266	None	-	True	RpoD_mono	NC_000913.2	b3464,b3463
TU593_from_RpoD_mono	3878171	3881905	3881905	-	True	RpoD_mono	NC_000913.2	b3702,b3701
TU0_13212_from_RpoD_mono	1368240	1379926	None	+	True	RpoD_mono	NC_000913.2	b1317,b1314,b1311,b1312,b1310,b1313,b1316,b4524,b1315
TU0_14443_from_RpoD_mono	90688	107474	90688	+	True	RpoD_mono	NC_000913.2	b0089,b0084,b0091,b0092,b0090,b0085,b0087,b0096,b0093,b0094,b0088,b0086,b0083,b0095
TU0_6882_from_RpoD_mono	85534	87848	85534	+	True	RpoD_mono	NC_000913.2	b0077,b0078
TU164_from_RpoD_mono	3775312	3779040	3775312	+	True	RpoD_mono	NC_000913.2	b3603,b3604,b3605
TU00218_from_RpoD_mono	4130569	4131529	4130569	+	True	RpoD_mono	NC_000913.2	b3941
TU0_14772_from_RpoD_mono	4476407	4476912	4476407	+	True	RpoD_mono	NC_000913.2	b4255
TU0_13627_from_RpoD_mono	2552152	2556701	None	-	True	RpoD_mono	NC_000913.2	b2440,b2438,b2439,b2441
TU00131_from_RpoD_mono	4339910	4342813	4339910	+	True	RpoD_mono	NC_000913.2	b4119,b4120
TU0_14545_from_RpoD_mono	1580950	1582052	1582052	-	True	RpoD_mono	NC_000913.2	b1500
TU0_13569_from_RpoD_mono	2363932	2371300	None	+	True	RpoD_mono	NC_000913.2	b2257,b4544,b2254,b2258,b2255,b2253,b2256
TU00332_from_RpoD_mono	2700503	2702245	2702245	-	True	RpoD_mono	NC_000913.2	b2567
TU0_4201_from_RpoD_mono	1262899	1266150	1262899	+	True	RpoD_mono	NC_000913.2	b1210,b1211,b1212
TU0_14092_from_RpoD_mono	4140553	4141967	None	+	True	RpoD_mono	NC_000913.2	b3950
TU0_2505_from_RPOS_MONOMER	1328813	1331669	1328813	+	True	RpoS_mono	NC_000913.2	b1274
TU0_2505_from_RpoD_mono	1328813	1331669	1328813	+	True	RpoD_mono	NC_000913.2	b1274
TU0_13914_from_RpoD_mono	3464271	3465013	None	-	True	RpoD_mono	NC_000913.2	b3337
TU0_12910_from_RpoD_mono	390963	392134	None	-	True	RpoD_mono	NC_000913.2	b0373
TU0_12982_from_RpoD_mono	580757	581320	None	+	True	RpoD_mono	NC_000913.2	b0561
TU0_6361_from_RPOE_MONOMER	3294371	3295006	3294371	+	True	RpoE_mono	NC_000913.2	b3150
TU0_13442_from_RpoD_mono	1948856	1950237	None	+	True	RpoD_mono	NC_000913.2	b1868
TU00404_from_RpoD_mono	152829	156214	156214	-	True	RpoD_mono	NC_000913.2	b0140
TU0_8241_with_TERM01001_from_RpoD_mono	1944839	1946209	1946209	-	False	RpoD_mono	NC_000913.2	b1864,b1863
TU0_14028_from_RpoD_mono	3896694	3900243	None	-	True	RpoD_mono	NC_000913.2	b3719,b3720
TU0_6884_from_RpoD_mono	30775	34038	30775	+	True	RpoD_mono	NC_000913.2	b0033
TU0_965_from_RpoD_mono	4116868	4118429	4118429	-	True	RpoD_mono	NC_000913.2	b3930
TU00471_with_TERM42_from_EG11355_MONOMER	1997565	1999832	1999832	-	False	FliA_mono	NC_000913.2	b1921,b1922,b1920
TU0_1261_from_RpoD_mono	4446451	4447065	4446451	+	True	RpoD_mono	NC_000913.2	b4225,b4224
TU00062_with_TERM0202_from_RpoD_mono	2820692	2821841	2821841	-	False	RpoD_mono	NC_000913.2	b2699
TU601_from_RpoD_mono	1145872	1146763	1145872	+	True	RpoD_mono	NC_000913.2	b1089,b1088
TU0_12858_from_RpoD_mono	257810	258230	257810	+	True	RpoD_mono	NC_000913.2	b0240
TU0_14640_with_TERM0741_from_RPOS_MONOMER	2506446	2507469	2507469	-	False	RpoS_mono	NC_000913.2	b2388
TU0_14640_with_TERM0741_from_RpoD_mono	2506446	2507469	2507469	-	False	RpoD_mono	NC_000913.2	b2388
TU0_4202_from_RpoD_mono	1262806	1264193	1262806	+	True	RpoD_mono	NC_000913.2	b1210
TU182_from_RpoD_mono	4540717	4547733	4540717	+	True	RpoD_mono	NC_000913.2	b4315,b4314,b4320,b4319,b4318,b4316,b4317
TU00219_from_RpoD_mono	4091471	4095495	4095495	-	True	RpoD_mono	NC_000913.2	b3904,b3903
TU_8411_from_RpoD_mono	2011170	2017537	2011170	+	True	RpoD_mono	NC_000913.2	b1940,b1941,b1942,b1939,b1943,b1938
TU00132_from_RpoD_mono	1697337	1700153	1697337	+	True	RpoD_mono	NC_000913.2	b1622,b1621
TU0_14445_from_RpoD_mono	91012	107474	91012	+	True	RpoD_mono	NC_000913.2	b0089,b0084,b0091,b0092,b0090,b0085,b0087,b0096,b0093,b0094,b0088,b0086,b0083,b0095
TU0_14225_from_RpoD_mono	4623935	4626570	None	+	True	RpoD_mono	NC_000913.2	b4390
TU00333_from_RpoD_mono	1726371	1731727	None	+	True	RpoD_mono	NC_000913.2	b1653
TU0_8506_from_RPOH_MONOMER	4124931	4125248	4124931	+	True	RpoH_mono	NC_000913.2	b3936
TU0_14546_from_RpoD_mono	406203	407329	None	+	True	RpoD_mono	NC_000913.2	b0390
TU0_6885_from_RpoD_mono	3488288	3489669	3489669	-	True	RpoD_mono	NC_000913.2	b3362,b3361
TU0_8242_with_TERM01001_from_RpoD_mono	1944839	1945463	1945463	-	False	RpoD_mono	NC_000913.2	b1863
TU0_13978_from_RpoD_mono	3711115	3712115	None	+	True	RpoD_mono	NC_000913.2	b3550
TU0_14359_from_RpoD_mono	2311474	2314849	2311474	+	True	RpoD_mono	NC_000913.2	b2217,b2216
TU0_13628_from_RpoD_mono	2556793	2558088	None	+	True	RpoD_mono	NC_000913.2	b2442
TU0_13822_from_RpoD_mono	3151551	3152244	3151551	+	True	RpoD_mono	NC_000913.2	b3009
TU0_4204_from_RPOE_MONOMER	197821	200360	197821	+	True	RpoE_mono	NC_000913.2	b0177
TU0_13331_from_RpoD_mono	1647621	1650732	1647621	+	True	RpoD_mono	NC_000913.2	b1577,b1576,b1575,b1579,b1578
TU0_13744_from_RpoD_mono	2948657	2956906	None	-	True	RpoD_mono	NC_000913.2	b2820,b2821
TU0_13915_from_RpoD_mono	3472700	3474528	3474528	-	True	RpoD_mono	NC_000913.2	b3346,b3344,b3345
TU0_2562_with_TERM081_from_RpoD_mono	3148574	3149412	3149412	-	False	RpoD_mono	NC_000913.2	b3005
TU0_14781_from_RPON_MONOMER	334963	336012	334963	+	True	RpoN_mono	NC_000913.2	b0319
TU0_13049_from_RpoD_mono	820765	823720	None	-	True	RpoD_mono	NC_000913.2	b0789,b0790
TU00472_with_TERM43_from_RpoD_mono	3208668	3209094	3208668	+	False	RpoD_mono	NC_000913.2	b3065
TU0_13443_from_RpoD_mono	1950290	1952437	None	+	True	RpoD_mono	NC_000913.2	b1871,b1870
TU00063_from_RpoD_mono	4095734	4097517	4095734	+	True	RpoD_mono	NC_000913.2	b3905,b3906
TU0_14029_from_RpoD_mono	3921080	3923656	None	-	True	RpoD_mono	NC_000913.2	b3741
TU00001_from_RpoD_mono	4213425	4218355	4213425	+	True	RpoD_mono	NC_000913.2	b4014,b4016,b4015
TU602_from_RpoD_mono	1146014	1146763	1146014	+	True	RpoD_mono	NC_000913.2	b1089,b1088
TU0_13214_from_RpoD_mono	1382141	1384596	None	+	True	RpoD_mono	NC_000913.2	b1322
TU0_13685_from_RpoD_mono	2752030	2752786	None	-	True	RpoD_mono	NC_000913.2	b2619
TU183_from_RpoD_mono	4539894	4540656	4539894	+	True	RpoD_mono	NC_000913.2	b4313
TU0_13120_from_RpoD_mono	1098102	1099417	None	+	True	RpoD_mono	NC_000913.2	b1035
TU00220_with_TERM0_1030_from_RpoD_mono	4630727	4631167	4630727	+	False	RpoD_mono	NC_000913.2	b4393
TU0_12859_from_RpoD_mono	262552	265777	None	-	True	RpoD_mono	NC_000913.2	b0249,b4504,b0246,b0248,b0247,b0250,b0251
TU00133_from_RpoD_mono	2823813	2828800	2823813	+	True	RpoD_mono	NC_000913.2	b2705,b2708,b2702,b2703,b2704,b2707,b2706
TU0_14642_with_TERM0_1111_from_RpoD_mono	2530366	2531446	2530366	+	False	RpoD_mono	NC_000913.2	b2414
TU0_8243_with_TERM01001_from_RpoD_mono	1944839	1946698	1946698	-	False	RpoD_mono	NC_000913.2	b1864,b1863,b1865
TU00334_with_TERM0_1151_from_RpoD_mono	3813119	3814603	3814603	-	False	RpoD_mono	NC_000913.2	b3643,b3642
TU00334_from_RpoD_mono	3813150	3814603	3814603	-	True	RpoD_mono	NC_000913.2	b3643
TU_8412_from_RpoD_mono	683753	687119	687119	-	True	RpoD_mono	NC_000913.2	b0654,b0653,b0655
TU0_4205_from_RPOE_MONOMER	3245665	3246844	3245665	+	True	RpoE_mono	NC_000913.2	b3095,b3096
TU0_2581_with_TERM0101_from_RpoD_mono	1158548	1160870	1160870	-	False	RpoD_mono	NC_000913.2	b1102
TU0_14447_from_RpoD_mono	932361	936436	932361	+	True	RpoD_mono	NC_000913.2	b0890
TU0_14302_from_RpoD_mono	3562157	3571680	3571680	-	True	RpoD_mono	NC_000913.2	b3429,b3431,b3432,b3430
TU0_14782_from_RPON_MONOMER	257824	258230	257824	+	True	RpoN_mono	NC_000913.2	b0240
TU0_6401_from_RpoD_mono	49799	50302	49799	+	True	RpoD_mono	NC_000913.2	b0048
TU0_14547_from_RpoD_mono	4305806	4310065	None	-	True	RpoD_mono	NC_000913.2	b4088,b4087,b4086
TU0_6921_from_RPOS_MONOMER	2576610	2579661	2576610	+	True	RpoS_mono	NC_000913.2	b2464,b2465
TU0_13050_from_RpoD_mono	824225	829866	None	-	True	RpoD_mono	NC_000913.2	b0793,b0796,b0795,b0794
TU0_13274_from_RpoD_mono	1524252	1524888	1524252	+	True	RpoD_mono	NC_000913.2	b1454
TU0_13823_from_RpoD_mono	3153324	3154540	3153324	+	True	RpoD_mono	NC_000913.2	b3011
TU0_13745_from_EG11355_MONOMER	2957082	2962242	2962242	-	True	FliA_mono	NC_000913.2	b2826,b2824,b2825,b2823
TU00064_from_RpoD_mono	4098782	4099453	4098782	+	True	RpoD_mono	NC_000913.2	b3908
TU61_from_RPON_MONOMER	3553855	3556129	3556129	-	True	RpoN_mono	NC_000913.2	b3421
TU0_12912_from_RpoD_mono	393685	394353	None	+	True	RpoD_mono	NC_000913.2	b0375
TU0_13215_from_RpoD_mono	1387894	1388886	None	-	True	RpoD_mono	NC_000913.2	b4525
TU0_13519_from_RpoD_mono	2192291	2194355	2192291	+	True	RpoD_mono	NC_000913.2	b2114
TU0_4221_from_RPOE_MONOMER	2734028	2734905	2734028	+	True	RpoE_mono	NC_000913.2	b2595
TU0_8244_from_RpoD_mono	1944168	1944877	1944168	+	True	RpoD_mono	NC_000913.2	b1862
TU21_from_RpoD_mono	776963	779612	None	+	True	RpoD_mono	NC_000913.2	b0742,b0741
TU00134_from_RpoD_mono	4014414	4015215	4014414	+	True	RpoD_mono	NC_000913.2	b3831
TU0_6403_with_TERM0_1041_from_RpoD_mono	28343	29272	28343	+	False	RpoD_mono	NC_000913.2	b0031
TU0_13386_from_RpoD_mono	1820326	1821309	1820326	+	True	RpoD_mono	NC_000913.2	b1740
TU0_14783_from_RPON_MONOMER	3611462	3617012	3611462	+	True	RpoN_mono	NC_000913.2	b3478,b3481,b3477,b3480,b3476,b3479
TU00335_with_TERM82_from_RpoD_mono	4177646	4187636	4177646	+	False	RpoD_mono	NC_000913.2	b3988,b3986,b3987,b3985
TU0_12860_from_RpoD_mono	266408	268184	None	-	True	RpoD_mono	NC_000913.2	b0253
TU0_6941_from_RpoD_mono	3964185	3965699	3964185	+	True	RpoD_mono	NC_000913.2	b3783
TU0_14448_from_RpoD_mono	932152	936436	932152	+	True	RpoD_mono	NC_000913.2	b0890
TU0_4222_from_RPOE_MONOMER	196470	197898	196470	+	True	RpoE_mono	NC_000913.2	b0176
TU0_2621_from_RpoD_mono	1756898	1762442	1762442	-	True	RpoD_mono	NC_000913.2	b1682,b1684,b1680,b1681,b1683
TU0_14548_from_RpoD_mono	4397824	4402327	4397824	+	True	RpoD_mono	NC_000913.2	b4174,b4175,b4172,b4173
TU0_8508_from_RpoD_mono	1921090	1921338	1921090	+	True	RpoD_mono	NC_000913.2	b4433
TU0_8245_from_RpoD_mono	1944134	1944877	1944134	+	True	RpoD_mono	NC_000913.2	b4677,b1862
TU00065_from_RpoD_mono	4272034	4272684	4272034	+	True	RpoD_mono	NC_000913.2	b4059
TU0_14097_from_RpoD_mono	4159090	4160153	None	+	True	RpoD_mono	NC_000913.2	b3964,b3963
TU0_13824_from_RpoD_mono	3154593	3155472	3154593	+	True	RpoD_mono	NC_000913.2	b3012
TU0_6942_from_RpoD_mono	2702357	2705218	2705218	-	True	RpoD_mono	NC_000913.2	b2569
TU221_with_TERM5_from_RPON_MONOMER	3597910	3598836	3598836	-	False	RpoN_mono	NC_000913.2	b3461
TU0_13746_from_RpoD_mono	2964210	2966999	None	-	True	RpoD_mono	NC_000913.2	b2830
TU0_14176_from_RpoD_mono	4484241	4486423	None	+	True	RpoD_mono	NC_000913.2	b4262
TU0_13918_from_RpoD_mono	3476614	3479183	None	-	True	RpoD_mono	NC_000913.2	b3350,b3351
TU00222_from_EG11355_MONOMER	1299109	1304792	1299109	+	True	FliA_mono	NC_000913.2	b1243,b1245,b1246,b1244,b1247
TU0_14784_from_RPON_MONOMER	494041	496218	494041	+	True	RpoN_mono	NC_000913.2	b0473
TU0_12913_from_RpoD_mono	400543	400870	400543	+	True	RpoD_mono	NC_000913.2	b0382
TU00135_from_RpoD_mono	2929887	2931876	2931876	-	True	RpoD_mono	NC_000913.2	b2800
TU00407_from_RPOH_MONOMER	3864492	3865541	3865541	-	True	RpoH_mono	NC_000913.2	b3687
TU0_14031_from_RpoD_mono	3926175	3929151	3929151	-	True	RpoD_mono	NC_000913.2	b3746
TU00336_with_TERM0641_from_RpoD_mono	3375778	3376694	3376694	-	False	RpoD_mono	NC_000913.2	b3231,b3230
TU00003_from_RpoD_mono	70241	71265	70241	+	True	RpoD_mono	NC_000913.2	b0064
TU0_13630_from_RpoD_mono	2559390	2560015	None	+	True	RpoD_mono	NC_000913.2	b2445
TU0_13388_from_RpoD_mono	1831425	1837424	None	+	True	RpoD_mono	NC_000913.2	b1751,b1752,b1755,b1756,b1753,b1754
TU0_13333_from_RpoD_mono	1650920	1653165	None	-	True	RpoD_mono	NC_000913.2	b1581
TU0_6405_with_VALS_from_RpoD_mono	4478955	4481950	4481950	-	False	RpoD_mono	NC_000913.2	b4258
TU0_14644_from_RpoD_mono	2576630	2577638	2576630	+	True	RpoD_mono	NC_000913.2	b2464
TU0_8261_from_RpoD_mono	1808194	1808825	1808194	+	True	RpoD_mono	NC_000913.2	b1728
TU00475_with_TERM53_from_RpoD_mono	2426052	2428822	2428822	-	False	RpoD_mono	NC_000913.2	b2313,b2311,b2312
TU0_14451_from_RPOE_MONOMER	910405	913352	913352	-	True	RpoE_mono	NC_000913.2	b0873
TU641_with_AROPT1_from_RpoD_mono	120144	121650	121650	-	False	RpoD_mono	NC_000913.2	b0112
TU0_14785_from_RPON_MONOMER	1975290	1976601	1976601	-	True	RpoN_mono	NC_000913.2	b1892
TU0_14549_from_RpoD_mono	1286310	1286551	None	-	True	RpoD_mono	NC_000913.2	b1230
TU0_13123_from_RpoD_mono	1105043	1106999	None	+	True	RpoD_mono	NC_000913.2	b1046
TU00223_with_TERM0_1048_from_RPOH_MONOMER	1894833	1896355	1894833	+	False	RpoH_mono	NC_000913.2	b1814
TU00136_from_RpoD_mono	1975290	1976419	1976419	-	True	RpoD_mono	NC_000913.2	b1892
TU0_14099_from_RpoD_mono	4170080	4172070	None	+	True	RpoD_mono	NC_000913.2	b3973
TU0_6407_from_RpoD_mono	1339894	1341008	1339894	+	True	RpoD_mono	NC_000913.2	b1281,b1282
TU0_13919_from_RpoD_mono	3479311	3482458	None	+	True	RpoD_mono	NC_000913.2	b3353,b3354
TU00337_from_RpoD_mono	3440640	3446244	3446244	-	True	RpoD_mono	NC_000913.2	b3304,b3309,b3310,b3301,b3300,b3302,b3305,b3308,b3307,b3306,b3303
TU0_13446_from_RpoD_mono	1976541	1977250	1977250	-	True	RpoD_mono	NC_000913.2	b1893,b1894
TU0_8262_from_RPOE_MONOMER	3719088	3720072	3719088	+	True	RpoE_mono	NC_000913.2	b3558
TU0_14032_from_RpoD_mono	3929126	3931207	3929126	+	True	RpoD_mono	NC_000913.2	b3747
TU00004_from_RpoD_mono	4152908	4156246	4152908	+	True	RpoD_mono	NC_000913.2	b3959,b3958,b3960
TU0_13389_from_RpoD_mono	1837464	1838798	1837464	+	True	RpoD_mono	NC_000913.2	b1757
TU0_12862_from_RpoD_mono	269466	271479	None	+	True	RpoD_mono	NC_000913.2	b0256,b4587
TU00476_with_OMPC_TERMINATOR_from_RpoD_mono	2309632	2310886	2310886	-	False	RpoD_mono	NC_000913.2	b2215
TU0_14645_from_RpoD_mono	2614048	2615959	2614048	+	True	RpoD_mono	NC_000913.2	b2494,b2495
TU00067_with_TERM0_1154_from_RpoD_mono	1314407	1321132	1321132	-	False	RpoD_mono	NC_000913.2	b1261,b1265,b1264,b1260,b1263,b1262
TU00067_from_RpoD_mono	1314440	1321132	1321132	-	True	RpoD_mono	NC_000913.2	b1261,b1265,b1264,b1263,b1262
TU0_13631_from_RpoD_mono	2560133	2561139	None	+	True	RpoD_mono	NC_000913.2	b2447
TU0_6408_from_RPOS_MONOMER	1804375	1805323	1804375	+	True	RpoS_mono	NC_000913.2	b1723
TU_8419_from_RPOE_MONOMER	3891852	3893241	3891852	+	True	RpoE_mono	NC_000913.2	b3713,b3712
TU0_14452_from_RPOE_MONOMER	2131514	2135217	2135217	-	True	RpoE_mono	NC_000913.2	b2061
TU0_6983_from_RpoD_mono	1050528	1050896	1050528	+	True	RpoD_mono	NC_000913.2	b0990
TU243_with_TERM81_from_RpoD_mono	4375806	4377026	4377026	-	False	RpoD_mono	NC_000913.2	b4150
TU0_14550_from_RpoD_mono	1366825	1368027	None	+	True	RpoD_mono	NC_000913.2	b1308,b1307,b1306
TU00137_with_TERM55_from_RpoD_mono	3735493	3737593	3735493	+	False	RpoD_mono	NC_000913.2	b3571
TU00137_with_TERM56_from_RpoD_mono	3735493	3737643	3735493	+	False	RpoD_mono	NC_000913.2	b3571
TU00338_from_RpoD_mono	3330884	3331540	3331540	-	True	RpoD_mono	NC_000913.2	b3186
TU0_4287_from_RPOE_MONOMER	52427	57336	57336	-	True	RpoE_mono	NC_000913.2	b0054,b0053
TU0_2701_from_RpoD_mono	2069341	2072682	2069341	+	True	RpoD_mono	NC_000913.2	b2000
TU0_13920_from_RpoD_mono	3482333	3483381	3482333	+	True	RpoD_mono	NC_000913.2	b3355
TU0_12915_from_RpoD_mono	407372	407685	407372	+	True	RpoD_mono	NC_000913.2	b0391
TU00409_from_RpoD_mono	4538832	4539582	4538832	+	True	RpoD_mono	NC_000913.2	b4312
TU0_14033_from_RpoD_mono	3937208	3939350	None	-	True	RpoD_mono	NC_000913.2	b3755
TU0_7_from_RpoD_mono	4589435	4591335	4589435	+	True	RpoD_mono	NC_000913.2	b4355
TU00477_with_OMPC_TERMINATOR_from_RpoD_mono	2309632	2310909	2310909	-	False	RpoD_mono	NC_000913.2	b2215
TU00068_with_TERM0221_from_RpoD_mono	1384716	1386325	1384716	+	False	RpoD_mono	NC_000913.2	b1323
TU66_from_RpoD_mono	1187539	1189731	1189731	-	True	RpoD_mono	NC_000913.2	b1130
TU0_8264_from_RpoD_mono	4577522	4577940	4577940	-	True	RpoD_mono	NC_000913.2	b4625
TU25_with_TERM0461_from_RpoD_mono	1930109	1931133	1931133	-	False	RpoD_mono	NC_000913.2	b1850
TU00225_from_RpoD_mono	3788343	3790600	3790600	-	True	RpoD_mono	NC_000913.2	b3617
TU00138_with_TERM21_from_RPOS_MONOMER	3752929	3754558	3754558	-	False	RpoS_mono	NC_000913.2	b3588
TU0_14454_from_RPOE_MONOMER	3740743	3748804	3740743	+	True	RpoE_mono	NC_000913.2	b3578,b3582,b3581,b3583,b3580,b3576,b3577,b3575,b3579
TU0_6422_from_RpoD_mono	2053055	2054539	2053055	+	True	RpoD_mono	NC_000913.2	b1982
TU0_1423_from_RpoD_mono	105045	106456	105045	+	True	RpoD_mono	NC_000913.2	b0095
TU00339_with_TERM85_from_RpoD_mono	3809232	3810018	3810018	-	False	RpoD_mono	NC_000913.2	b3637,b3636
TU0_14791_from_RpoD_mono	3165873	3166584	3166584	-	True	RpoD_mono	NC_000913.2	b3022
TU0_13632_from_RpoD_mono	2561599	2562394	None	+	True	RpoD_mono	NC_000913.2	b2449,b2448
TU0_14551_from_RpoD_mono	3256307	3264050	None	-	True	RpoD_mono	NC_000913.2	b3114,b3117,b3115,b3113,b3116
TU0_7001_with_TERM0703_from_RpoD_mono	138801	141279	141279	-	False	RpoD_mono	NC_000913.2	b0124
TU0_8577_from_RpoD_mono	3325781	3326105	3325781	+	True	RpoD_mono	NC_000913.2	b3180
TU0_13335_from_RpoD_mono	1653733	1654768	1653733	+	True	RpoD_mono	NC_000913.2	b1584,b1583
TU0_14103_from_RpoD_mono	4194926	4197484	None	+	True	RpoD_mono	NC_000913.2	b3998,b3997
TU0_4343_from_RpoD_mono	107705	111433	None	+	True	RpoD_mono	NC_000913.2	b0098,b0099
TU0_14179_from_RpoD_mono	4496250	4497523	None	+	True	RpoD_mono	NC_000913.2	b4273,b4272
TU0_13921_from_RpoD_mono	3488288	3489642	None	-	True	RpoD_mono	NC_000913.2	b3362,b3361
TU0_13448_from_RpoD_mono	1985863	1986022	None	-	True	RpoD_mono	NC_000913.2	b4663
TU0_13523_from_RpoD_mono	2202618	2208966	None	+	True	RpoD_mono	NC_000913.2	b2121,b2120
TU00410_from_RpoD_mono	4538690	4539582	4538690	+	True	RpoD_mono	NC_000913.2	b4312
TU0_6423_from_RpoD_mono	1496767	1497501	1496767	+	True	RpoD_mono	NC_000913.2	b1427
TU661_from_RpoD_mono	4044963	4047775	4044963	+	True	RpoD_mono	NC_000913.2	b3863
TU0_7002_with_TERM82_from_RpoD_mono	4179086	4187636	4179086	+	False	RpoD_mono	NC_000913.2	b3988,b3987
TU26_with_TERM0461_from_RpoD_mono	1930109	1930823	1930823	-	False	RpoD_mono	NC_000913.2	b1850
TU0_13126_from_RpoD_mono	1117124	1118294	1118294	-	True	RpoD_mono	NC_000913.2	b1057
TU0_13126_from_RPOH_MONOMER	1117124	1118294	1118294	-	True	RpoH_mono	NC_000913.2	b1057
TU0_14792_from_RPON_MONOMER	2998287	3001990	2998287	+	True	RpoN_mono	NC_000913.2	b2868,b2866,b2867
TU0_12864_from_RpoD_mono	274549	276871	None	+	True	RpoD_mono	NC_000913.2	b0261
TU_8422_from_RPOE_MONOMER	576096	577791	576096	+	True	RpoE_mono	NC_000913.2	b0556,b4510,b0554,b0555
TU00340_from_RpoD_mono	3882134	3882875	3882134	+	True	RpoD_mono	NC_000913.2	b3703,b3704
TU0_881_from_RpoD_mono	2974591	2975652	2974591	+	True	RpoD_mono	NC_000913.2	b2837
TU0_14455_from_RPOE_MONOMER	456426	460466	456426	+	True	RpoE_mono	NC_000913.2	b0439,b0438
TU0_6425_from_RpoD_mono	1686575	1687775	1686575	+	True	RpoD_mono	NC_000913.2	b1613
TU0_14552_from_RpoD_mono	4312367	4315918	None	-	True	RpoD_mono	NC_000913.2	b4094,b4096,b4095,b4093
TU0_8266_from_RPOE_MONOMER	606954	607211	606954	+	True	RpoE_mono	NC_000913.2	b4415,b4700
TU0_7021_from_RpoD_mono	910405	913068	913068	-	True	RpoD_mono	NC_000913.2	b0873
TU00479_with_TERM0322_from_RpoD_mono	2531523	2534402	2531523	+	False	RpoD_mono	NC_000913.2	b2417,b2415,b2416
TU0_13633_from_RpoD_mono	2562515	2563354	None	+	True	RpoD_mono	NC_000913.2	b2450
TU00070_from_RpoD_mono	812685	814770	812685	+	True	RpoD_mono	NC_000913.2	b0779
TU0_13922_from_RpoD_mono	3490541	3491771	3490541	+	True	RpoD_mono	NC_000913.2	b3364
TU67_from_RpoD_mono	3725940	3728830	3728830	-	True	RpoD_mono	NC_000913.2	b3565
TU0_14793_from_RPON_MONOMER	2585572	2588730	2585572	+	True	RpoN_mono	NC_000913.2	b2470
TU0_12917_from_RpoD_mono	411831	416201	416201	-	True	RpoD_mono	NC_000913.2	b0398
TU0_13449_from_RpoD_mono	1986706	1987237	1986706	+	True	RpoD_mono	NC_000913.2	b1905
TU0_2741_from_RpoD_mono	2550263	2552146	2550263	+	True	RpoD_mono	NC_000913.2	b2436,b2435
TU261_from_RpoD_mono	972627	980009	972627	+	True	RpoD_mono	NC_000913.2	b0923,b0922,b0921,b0924
TU0_13127_from_RpoD_mono	1118530	1119832	1119832	-	True	RpoD_mono	NC_000913.2	b1059
TU00227_with_TERM0461_from_RpoD_mono	1930109	1932737	1932737	-	False	RpoD_mono	NC_000913.2	b1851,b1850
TU00007_from_RpoD_mono	3382699	3383195	3382699	+	True	RpoD_mono	NC_000913.2	b3237
TU0_6428_from_RpoD_mono	2904665	2907819	2907819	-	True	RpoD_mono	NC_000913.2	b2780
TU00342_from_RPOE_MONOMER	2705344	2708109	2708109	-	True	RpoE_mono	NC_000913.2	b2571,b2573,b2572
TU00342_from_RpoD_mono	2705344	2708109	2708109	-	True	RpoD_mono	NC_000913.2	b2571,b2573,b2572
TU0_12865_from_RpoD_mono	276980	279099	None	-	True	RpoD_mono	NC_000913.2	b0264,b0263,b0265
TU0_7042_from_RpoD_mono	2826882	2827842	2826882	+	True	RpoD_mono	NC_000913.2	b2707
TU0_8267_from_RpoD_mono	1821516	1822426	1821516	+	True	RpoD_mono	NC_000913.2	b1741
TU_8423_from_RPOE_MONOMER	1073357	1074103	1073357	+	True	RpoE_mono	NC_000913.2	b1013
TU0_14458_from_RPON_MONOMER	1271645	1272425	1271645	+	True	RpoN_mono	NC_000913.2	b1218
TU0_2742_from_RpoD_mono	2551227	2552146	2551227	+	True	RpoD_mono	NC_000913.2	b2436
TU0_14553_from_RpoD_mono	695653	696053	None	-	True	RpoD_mono	NC_000913.2	b0665,b0666,b0668
TU00480_with_TERM0322_from_RpoD_mono	2531520	2534402	2531520	+	False	RpoD_mono	NC_000913.2	b2417,b2415,b2416
TU0_13577_from_RpoD_mono	2386603	2387079	None	+	True	RpoD_mono	NC_000913.2	b2274
TU00071_from_RpoD_mono	3995930	3998168	3995930	+	True	RpoD_mono	NC_000913.2	b3813
